"","To","From","Airline","Distance","Duration","name","destination_long","destination_lat","origin_long","origin_lat","RouteInfo"
"466","VIE","FRA","Air Berlin",385,"01:16","Vienna International Airport",16.569700241089,48.110298156738,8.5622,50.0379,"<b>FRA - VIE; Airline: Air Berlin; Distance: 385; Flight Time: 01:16Hrs</b>"
"471","VKO","FRA","Lufthansa",1247,"02:59","Vnukovo International Airport",37.2615013123,55.5914993286,8.5622,50.0379,"<b>FRA - VKO; Airline: Lufthansa; Distance: 1247; Flight Time: 02:59Hrs</b>"
"473","VLC","FRA","Air Canada",851,"02:12","Valencia Airport",-0.481625,39.4893,8.5622,50.0379,"<b>FRA - VLC; Airline: Air Canada; Distance: 851; Flight Time: 02:12Hrs</b>"
"475","VNO","FRA","Air Canada",771,"02:02","Vilnius International Airport",25.285801,54.634102,8.5622,50.0379,"<b>FRA - VNO; Airline: Air Canada; Distance: 771; Flight Time: 02:02Hrs</b>"
"477","VRA","FRA","Condor Flugdienst",5010,"10:31","Juan Gualberto Gomez International Airport",-81.435302734375,23.0344009399414,8.5622,50.0379,"<b>FRA - VRA; Airline: Condor Flugdienst; Distance: 5010; Flight Time: 10:31Hrs</b>"
"478","VRN","FRA","Air Dolomiti",337,"01:10","Verona Villafranca Airport",10.8885,45.395699,8.5622,50.0379,"<b>FRA - VRN; Airline: Air Dolomiti; Distance: 337; Flight Time: 01:10Hrs</b>"
"480","WAW","FRA","Ethiopian Airlines",556,"01:36","Warsaw Chopin Airport",20.9671001434,52.1656990051,8.5622,50.0379,"<b>FRA - WAW; Airline: Ethiopian Airlines; Distance: 556; Flight Time: 01:36Hrs</b>"
"483","WDH","FRA","Air Namibia",5036,"10:34","Hosea Kutako International Airport",17.4709,-22.4799,8.5622,50.0379,"<b>FRA - WDH; Airline: Air Namibia; Distance: 5036; Flight Time: 10:34Hrs</b>"
"484","WRO","FRA","Lufthansa",371,"01:14","Copernicus Wrocław Airport",16.885799408,51.1026992798,8.5622,50.0379,"<b>FRA - WRO; Airline: Lufthansa; Distance: 371; Flight Time: 01:14Hrs</b>"
"486","XRY","FRA","Condor Flugdienst",1170,"02:50","Jerez Airport",-6.06011009216309,36.7445983886719,8.5622,50.0379,"<b>FRA - XRY; Airline: Condor Flugdienst; Distance: 1170; Flight Time: 02:50Hrs</b>"
"488","YHZ","FRA","Condor Flugdienst",3251,"07:00","Halifax / Stanfield International Airport",-63.5085983276,44.8807983398,8.5622,50.0379,"<b>FRA - YHZ; Airline: Condor Flugdienst; Distance: 3251; Flight Time: 07:00Hrs</b>"
"489","YOW","FRA","Air Canada",3716,"07:55","Ottawa Macdonald-Cartier International Airport",-75.6691970825195,45.3224983215332,8.5622,50.0379,"<b>FRA - YOW; Airline: Air Canada; Distance: 3716; Flight Time: 07:55Hrs</b>"
"491","YUL","FRA","Air Canada",3635,"07:46","Montreal / Pierre Elliott Trudeau International Airport",-73.7407989502,45.4706001282,8.5622,50.0379,"<b>FRA - YUL; Airline: Air Canada; Distance: 3635; Flight Time: 07:46Hrs</b>"
"493","YVR","FRA","Air Canada",5006,"10:30","Vancouver International Airport",-123.183998108,49.193901062,8.5622,50.0379,"<b>FRA - YVR; Airline: Air Canada; Distance: 5006; Flight Time: 10:30Hrs</b>"
"496","YYC","FRA","Air Canada",4675,"09:51","Calgary International Airport",-114.019996643,51.113899231,8.5622,50.0379,"<b>FRA - YYC; Airline: Air Canada; Distance: 4675; Flight Time: 09:51Hrs</b>"
"499","YYZ","FRA","Air Canada",3939,"08:22","Lester B. Pearson International Airport",-79.6305999756,43.6772003174,8.5622,50.0379,"<b>FRA - YYZ; Airline: Air Canada; Distance: 3939; Flight Time: 08:22Hrs</b>"
"501","ZAD","FRA","Lufthansa",518,"01:32","Zadar Airport",15.3467,44.108299,8.5622,50.0379,"<b>FRA - ZAD; Airline: Lufthansa; Distance: 518; Flight Time: 01:32Hrs</b>"
"503","ZAG","FRA","Lufthansa",456,"01:24","Zagreb Airport",16.0687999725,45.7429008484,8.5622,50.0379,"<b>FRA - ZAG; Airline: Lufthansa; Distance: 456; Flight Time: 01:24Hrs</b>"
"505","ZRH","FRA","Ethiopian Airlines",177,"00:51","Zürich Airport",8.54917,47.464699,8.5622,50.0379,"<b>FRA - ZRH; Airline: Ethiopian Airlines; Distance: 177; Flight Time: 00:51Hrs</b>"
"124","AAL","AMS","Alitalia",387,"01:16","Aalborg Airport",9.84924316406,57.0927589138,4.7683,52.3105,"<b>AMS - AAL; Airline: Alitalia; Distance: 387; Flight Time: 01:16Hrs</b>"
"38","ABZ","AMS","KLM Royal Dutch Airlines",436,"01:22","Aberdeen Dyce Airport",-2.19777989387512,57.2019004821777,4.7683,52.3105,"<b>AMS - ABZ; Airline: KLM Royal Dutch Airlines; Distance: 436; Flight Time: 01:22Hrs</b>"
"410","ACC","AMS","KLM Royal Dutch Airlines",3237,"06:58","Kotoka International Airport",-0.166786000132561,5.60518980026245,4.7683,52.3105,"<b>AMS - ACC; Airline: KLM Royal Dutch Airlines; Distance: 3237; Flight Time: 06:58Hrs</b>"
"54","ACE","AMS","Transavia Holland",1866,"04:13","Lanzarote Airport",-13.6052,28.945499,4.7683,52.3105,"<b>AMS - ACE; Airline: Transavia Holland; Distance: 1866; Flight Time: 04:13Hrs</b>"
"63","ADB","AMS","Transavia Holland",1445,"03:23","Adnan Menderes International Airport",27.156999588,38.2924003601,4.7683,52.3105,"<b>AMS - ADB; Airline: Transavia Holland; Distance: 1445; Flight Time: 03:23Hrs</b>"
"910","AES","AMS","Alitalia",709,"01:55","Ålesund Airport",6.11969995498657,62.5625,4.7683,52.3105,"<b>AMS - AES; Airline: Alitalia; Distance: 709; Flight Time: 01:55Hrs</b>"
"1110","AGP","AMS","Transavia Holland",1169,"02:50","Málaga Airport",-4.49911022186279,36.6749000549316,4.7683,52.3105,"<b>AMS - AGP; Airline: Transavia Holland; Distance: 1169; Flight Time: 02:50Hrs</b>"
"142","AJA","AMS","Transavia Holland",741,"01:58","Ajaccio-Napoléon Bonaparte Airport",8.8029203414917,41.9235992431641,4.7683,52.3105,"<b>AMS - AJA; Airline: Transavia Holland; Distance: 741; Flight Time: 01:58Hrs</b>"
"1510","ALA","AMS","KLM Royal Dutch Airlines",3264,"07:01","Almaty Airport",77.0404968261719,43.3521003723145,4.7683,52.3105,"<b>AMS - ALA; Airline: KLM Royal Dutch Airlines; Distance: 3264; Flight Time: 07:01Hrs</b>"
"1610","ALC","AMS","Transavia Holland",1001,"02:30","Alicante International Airport",-0.55815601348877,38.2821998596191,4.7683,52.3105,"<b>AMS - ALC; Airline: Transavia Holland; Distance: 1001; Flight Time: 02:30Hrs</b>"
"19","AMM","AMS","Royal Jordanian",2112,"04:43","Queen Alia International Airport",35.9931983948,31.7226009369,4.7683,52.3105,"<b>AMS - AMM; Airline: Royal Jordanian; Distance: 2112; Flight Time: 04:43Hrs</b>"
"201","ARN","AMS","Alitalia",715,"01:55","Stockholm-Arlanda Airport",17.918600082397,59.651901245117,4.7683,52.3105,"<b>AMS - ARN; Airline: Alitalia; Distance: 715; Flight Time: 01:55Hrs</b>"
"241","ASR","AMS","Pegasus Airlines",1736,"03:58","Kayseri Erkilet Airport",35.4953994751,38.770401001,4.7683,52.3105,"<b>AMS - ASR; Airline: Pegasus Airlines; Distance: 1736; Flight Time: 03:58Hrs</b>"
"264","ATH","AMS","Transavia Holland",1354,"03:12","Eleftherios Venizelos International Airport",23.9444999695,37.9364013672,4.7683,52.3105,"<b>AMS - ATH; Airline: Transavia Holland; Distance: 1354; Flight Time: 03:12Hrs</b>"
"2810","ATL","AMS","Delta Air Lines",4387,"09:16","Hartsfield Jackson Atlanta International Airport",-84.428101,33.6367,4.7683,52.3105,"<b>AMS - ATL; Airline: Delta Air Lines; Distance: 4387; Flight Time: 09:16Hrs</b>"
"30","AUA","AMS","KLM Royal Dutch Airlines",4892,"10:17","Queen Beatrix International Airport",-70.015198,12.5014,4.7683,52.3105,"<b>AMS - AUA; Airline: KLM Royal Dutch Airlines; Distance: 4892; Flight Time: 10:17Hrs</b>"
"32","AUH","AMS","Air France",3224,"06:56","Abu Dhabi International Airport",54.6511001586914,24.4330005645752,4.7683,52.3105,"<b>AMS - AUH; Airline: Air France; Distance: 3224; Flight Time: 06:56Hrs</b>"
"393","AYT","AMS","Transavia Holland",1648,"03:47","Antalya International Airport",30.800501,36.898701,4.7683,52.3105,"<b>AMS - AYT; Airline: Transavia Holland; Distance: 1648; Flight Time: 03:47Hrs</b>"
"41","BCN","AMS","Transavia Holland",770,"02:02","Barcelona International Airport",2.07846,41.2971,4.7683,52.3105,"<b>AMS - BCN; Airline: Transavia Holland; Distance: 770; Flight Time: 02:02Hrs</b>"
"46","BEG","AMS","Etihad Airways",875,"02:15","Belgrade Nikola Tesla Airport",20.3090991974,44.8184013367,4.7683,52.3105,"<b>AMS - BEG; Airline: Etihad Airways; Distance: 875; Flight Time: 02:15Hrs</b>"
"481","BFS","AMS","easyJet",478,"01:27","Belfast International Airport",-6.21582984924,54.6575012207,4.7683,52.3105,"<b>AMS - BFS; Airline: easyJet; Distance: 478; Flight Time: 01:27Hrs</b>"
"49","BGO","AMS","Alitalia",551,"01:36","Bergen Airport Flesland",5.218140125,60.29339981,4.7683,52.3105,"<b>AMS - BGO; Airline: Alitalia; Distance: 551; Flight Time: 01:36Hrs</b>"
"51","BHX","AMS","Flybe",274,"01:02","Birmingham International Airport",-1.74802994728,52.4538993835,4.7683,52.3105,"<b>AMS - BHX; Airline: Flybe; Distance: 274; Flight Time: 01:02Hrs</b>"
"532","BIO","AMS","Iberia Airlines",715,"01:55","Bilbao Airport",-2.91060996055603,43.3011016845703,4.7683,52.3105,"<b>AMS - BIO; Airline: Iberia Airlines; Distance: 715; Flight Time: 01:55Hrs</b>"
"551","BJV","AMS","Transavia Holland",1517,"03:32","Milas Bodrum International Airport",27.6643009186,37.2505989075,4.7683,52.3105,"<b>AMS - BJV; Airline: Transavia Holland; Distance: 1517; Flight Time: 03:32Hrs</b>"
"561","BKK","AMS","EVA Air",5718,"11:56","Suvarnabhumi Airport",100.747001647949,13.6810998916626,4.7683,52.3105,"<b>AMS - BKK; Airline: EVA Air; Distance: 5718; Flight Time: 11:56Hrs</b>"
"592","BLL","AMS","Alitalia",296,"01:05","Billund Airport",9.15178012848,55.7402992249,4.7683,52.3105,"<b>AMS - BLL; Airline: Alitalia; Distance: 296; Flight Time: 01:05Hrs</b>"
"61","BLQ","AMS","Alitalia",613,"01:43","Bologna Guglielmo Marconi Airport",11.2887,44.5354,4.7683,52.3105,"<b>AMS - BLQ; Airline: Alitalia; Distance: 613; Flight Time: 01:43Hrs</b>"
"641","BOD","AMS","Air France",573,"01:38","Bordeaux-Mérignac Airport",-0.715556025505,44.8283004761,4.7683,52.3105,"<b>AMS - BOD; Airline: Air France; Distance: 573; Flight Time: 01:38Hrs</b>"
"672","BOM","AMS","Delta Air Lines",4259,"09:01","Chhatrapati Shivaji International Airport",72.8678970337,19.0886993408,4.7683,52.3105,"<b>AMS - BOM; Airline: Delta Air Lines; Distance: 4259; Flight Time: 09:01Hrs</b>"
"691","BON","AMS","Arkefly",4839,"10:10","Flamingo International Airport",-68.2685012817383,12.1309995651245,4.7683,52.3105,"<b>AMS - BON; Airline: Arkefly; Distance: 4839; Flight Time: 10:10Hrs</b>"
"70","BOS","AMS","Delta Air Lines",3445,"07:23","General Edward Lawrence Logan International Airport",-71.00520325,42.36429977,4.7683,52.3105,"<b>AMS - BOS; Airline: Delta Air Lines; Distance: 3445; Flight Time: 07:23Hrs</b>"
"721","BRE","AMS","Alitalia",175,"00:51","Bremen Airport",8.78666973114,53.0475006104,4.7683,52.3105,"<b>AMS - BRE; Airline: Alitalia; Distance: 175; Flight Time: 00:51Hrs</b>"
"741","BRI","AMS","Transavia Holland",955,"02:24","Bari Karol Wojtyła Airport",16.760599,41.138901,4.7683,52.3105,"<b>AMS - BRI; Airline: Transavia Holland; Distance: 955; Flight Time: 02:24Hrs</b>"
"751","BRN","AMS","SkyWork Airlines ",392,"01:17","Bern Belp Airport",7.49714994431,46.914100647,4.7683,52.3105,"<b>AMS - BRN; Airline: SkyWork Airlines ; Distance: 392; Flight Time: 01:17Hrs</b>"
"761","BRS","AMS","Alitalia",325,"01:09","Bristol Airport",-2.71909,51.382702,4.7683,52.3105,"<b>AMS - BRS; Airline: Alitalia; Distance: 325; Flight Time: 01:09Hrs</b>"
"79","BRU","AMS","KLM Royal Dutch Airlines",97,"00:41","Brussels Airport",4.48443984985,50.9014015198,4.7683,52.3105,"<b>AMS - BRU; Airline: KLM Royal Dutch Airlines; Distance: 97; Flight Time: 00:41Hrs</b>"
"801","BSL","AMS","Air France",348,"01:11","EuroAirport Basel-Mulhouse-Freiburg Airport",7.529167,47.59,4.7683,52.3105,"<b>AMS - BSL; Airline: Air France; Distance: 348; Flight Time: 01:11Hrs</b>"
"832","BUD","AMS","KLM Royal Dutch Airlines",726,"01:57","Budapest Liszt Ferenc International Airport",19.261093,47.42976,4.7683,52.3105,"<b>AMS - BUD; Airline: KLM Royal Dutch Airlines; Distance: 726; Flight Time: 01:57Hrs</b>"
"841","CAI","AMS","KLM Royal Dutch Airlines",2041,"04:34","Cairo International Airport",31.4055995941162,30.1219005584717,4.7683,52.3105,"<b>AMS - CAI; Airline: KLM Royal Dutch Airlines; Distance: 2041; Flight Time: 04:34Hrs</b>"
"861","CAN","AMS","China Southern Airlines",5675,"11:51","Guangzhou Baiyun International Airport",113.299003601074,23.3924007415771,4.7683,52.3105,"<b>AMS - CAN; Airline: China Southern Airlines; Distance: 5675; Flight Time: 11:51Hrs</b>"
"881","CDG","AMS","Air France",247,"00:59","Charles de Gaulle International Airport",2.55,49.012798,4.7683,52.3105,"<b>AMS - CDG; Airline: Air France; Distance: 247; Flight Time: 00:59Hrs</b>"
"91","CFE","AMS","Airlinair",456,"01:24","Clermont-Ferrand Auvergne Airport",3.1691699028,45.7867012024,4.7683,52.3105,"<b>AMS - CFE; Airline: Airlinair; Distance: 456; Flight Time: 01:24Hrs</b>"
"941","CFU","AMS","Transavia Holland",1134,"02:46","Ioannis Kapodistrias International Airport",19.9116992950439,39.6018981933594,4.7683,52.3105,"<b>AMS - CFU; Airline: Transavia Holland; Distance: 1134; Flight Time: 02:46Hrs</b>"
"951","CGN","AMS","Alitalia",142,"00:47","Cologne Bonn Airport",7.1427397728,50.8658981323,4.7683,52.3105,"<b>AMS - CGN; Airline: Alitalia; Distance: 142; Flight Time: 00:47Hrs</b>"
"97","CHQ","AMS","Transavia Holland",1497,"03:29","Chania International Airport",24.1497001647949,35.5317001342773,4.7683,52.3105,"<b>AMS - CHQ; Airline: Transavia Holland; Distance: 1497; Flight Time: 03:29Hrs</b>"
"982","CMN","AMS","Royal Air Maroc",1445,"03:23","Mohammed V International Airport",-7.58997011184692,33.3675003051758,4.7683,52.3105,"<b>AMS - CMN; Airline: Royal Air Maroc; Distance: 1445; Flight Time: 03:23Hrs</b>"
"1001","CPH","AMS","Air Canada",393,"01:17","Copenhagen Kastrup Airport",12.656000137329,55.617900848389,4.7683,52.3105,"<b>AMS - CPH; Airline: Air Canada; Distance: 393; Flight Time: 01:17Hrs</b>"
"1061","CPT","AMS","Alitalia",6015,"12:31","Cape Town International Airport",18.6016998291,-33.9648017883,4.7683,52.3105,"<b>AMS - CPT; Airline: Alitalia; Distance: 6015; Flight Time: 12:31Hrs</b>"
"108","CTA","AMS","Air One",1139,"02:46","Catania-Fontanarossa Airport",15.0664,37.466801,4.7683,52.3105,"<b>AMS - CTA; Airline: Air One; Distance: 1139; Flight Time: 02:46Hrs</b>"
"1111","CTU","AMS","China Southern Airlines",4932,"10:21","Chengdu Shuangliu International Airport",103.946998596191,30.5785007476807,4.7683,52.3105,"<b>AMS - CTU; Airline: China Southern Airlines; Distance: 4932; Flight Time: 10:21Hrs</b>"
"1131","CUR","AMS","KLM Royal Dutch Airlines",4865,"10:13","Hato International Airport",-68.959801,12.1889,4.7683,52.3105,"<b>AMS - CUR; Airline: KLM Royal Dutch Airlines; Distance: 4865; Flight Time: 10:13Hrs</b>"
"1151","CWL","AMS","Alitalia",351,"01:12","Cardiff International Airport",-3.34332990646362,51.3967018127441,4.7683,52.3105,"<b>AMS - CWL; Airline: Alitalia; Distance: 351; Flight Time: 01:12Hrs</b>"
"1171","DBV","AMS","Croatia Airlines",919,"02:20","Dubrovnik Airport",18.2681999206543,42.5614013671875,4.7683,52.3105,"<b>AMS - DBV; Airline: Croatia Airlines; Distance: 919; Flight Time: 02:20Hrs</b>"
"118","DEL","AMS","KLM Royal Dutch Airlines",3951,"08:24","Indira Gandhi International Airport",77.103104,28.5665,4.7683,52.3105,"<b>AMS - DEL; Airline: KLM Royal Dutch Airlines; Distance: 3951; Flight Time: 08:24Hrs</b>"
"1191","DFW","AMS","Delta Air Lines",4906,"10:18","Dallas Fort Worth International Airport",-97.038002,32.896801,4.7683,52.3105,"<b>AMS - DFW; Airline: Delta Air Lines; Distance: 4906; Flight Time: 10:18Hrs</b>"
"121","DLM","AMS","Transavia Holland",1586,"03:40","Dalaman International Airport",28.7924995422,36.7131004333,4.7683,52.3105,"<b>AMS - DLM; Airline: Transavia Holland; Distance: 1586; Flight Time: 03:40Hrs</b>"
"122","DMM","AMS","Air France",2921,"06:20","King Fahd International Airport",49.7979011535645,26.4712009429932,4.7683,52.3105,"<b>AMS - DMM; Airline: Air France; Distance: 2921; Flight Time: 06:20Hrs</b>"
"1251","DOH","AMS","Air France",3057,"06:36","Hamad International Airport",51.608056,25.273056,4.7683,52.3105,"<b>AMS - DOH; Airline: Air France; Distance: 3057; Flight Time: 06:36Hrs</b>"
"1281","DTW","AMS","Delta Air Lines",3927,"08:21","Detroit Metropolitan Wayne County Airport",-83.353401184082,42.2123985290527,4.7683,52.3105,"<b>AMS - DTW; Airline: Delta Air Lines; Distance: 3927; Flight Time: 08:21Hrs</b>"
"1301","DUB","AMS","Aer Lingus",465,"01:25","Dublin Airport",-6.27007,53.421299,4.7683,52.3105,"<b>AMS - DUB; Airline: Aer Lingus; Distance: 465; Flight Time: 01:25Hrs</b>"
"1311","DUS","AMS","Alitalia",110,"00:43","Düsseldorf Airport",6.76678,51.289501,4.7683,52.3105,"<b>AMS - DUS; Airline: Alitalia; Distance: 110; Flight Time: 00:43Hrs</b>"
"133","DXB","AMS","Alitalia",3209,"06:55","Dubai International Airport",55.3643989563,25.2527999878,4.7683,52.3105,"<b>AMS - DXB; Airline: Alitalia; Distance: 3209; Flight Time: 06:55Hrs</b>"
"1361","EBL","AMS","Transavia Holland",2195,"04:53","Erbil International Airport",43.9631996154785,36.2375984191895,4.7683,52.3105,"<b>AMS - EBL; Airline: Transavia Holland; Distance: 2195; Flight Time: 04:53Hrs</b>"
"1371","EDI","AMS","KLM Royal Dutch Airlines",413,"01:19","Edinburgh Airport",-3.37249994277954,55.9500007629395,4.7683,52.3105,"<b>AMS - EDI; Airline: KLM Royal Dutch Airlines; Distance: 413; Flight Time: 01:19Hrs</b>"
"139","EMA","AMS","Flybe",258,"01:00","East Midlands Airport",-1.32806003094,52.8311004639,4.7683,52.3105,"<b>AMS - EMA; Airline: Flybe; Distance: 258; Flight Time: 01:00Hrs</b>"
"140","EWR","AMS","Delta Air Lines",3644,"07:47","Newark Liberty International Airport",-74.168701171875,40.6925010681152,4.7683,52.3105,"<b>AMS - EWR; Airline: Delta Air Lines; Distance: 3644; Flight Time: 07:47Hrs</b>"
"144","EXT","AMS","Flybe",367,"01:14","Exeter International Airport",-3.41388988494873,50.7344017028809,4.7683,52.3105,"<b>AMS - EXT; Airline: Flybe; Distance: 367; Flight Time: 01:14Hrs</b>"
"1451","EZE","AMS","KLM Royal Dutch Airlines",7118,"14:44","Ministro Pistarini International Airport",-58.5358,-34.8222,4.7683,52.3105,"<b>AMS - EZE; Airline: KLM Royal Dutch Airlines; Distance: 7118; Flight Time: 14:44Hrs</b>"
"146","FAO","AMS","Transavia Holland",1223,"02:56","Faro Airport",-7.96590995789,37.0144004822,4.7683,52.3105,"<b>AMS - FAO; Airline: Transavia Holland; Distance: 1223; Flight Time: 02:56Hrs</b>"
"1472","FCO","AMS","Alitalia",805,"02:06","Leonardo da Vinci–Fiumicino Airport",12.2388889,41.8002778,4.7683,52.3105,"<b>AMS - FCO; Airline: Alitalia; Distance: 805; Flight Time: 02:06Hrs</b>"
"1511","FLR","AMS","Alitalia",657,"01:48","Peretola Airport",11.2051,43.810001,4.7683,52.3105,"<b>AMS - FLR; Airline: Alitalia; Distance: 657; Flight Time: 01:48Hrs</b>"
"1531","FNC","AMS","Transavia Holland",1728,"03:57","Madeira Airport",-16.7745,32.697899,4.7683,52.3105,"<b>AMS - FNC; Airline: Transavia Holland; Distance: 1728; Flight Time: 03:57Hrs</b>"
"1541","FRA","AMS","Ethiopian Airlines",227,"00:57","Frankfurt am Main Airport",8.570556,50.033333,4.7683,52.3105,"<b>AMS - FRA; Airline: Ethiopian Airlines; Distance: 227; Flight Time: 00:57Hrs</b>"
"1581","FUE","AMS","Transavia Holland",1904,"04:18","Fuerteventura Airport",-13.8638000488281,28.4526996612549,4.7683,52.3105,"<b>AMS - FUE; Airline: Transavia Holland; Distance: 1904; Flight Time: 04:18Hrs</b>"
"159","FUK","AMS","KLM Royal Dutch Airlines",5656,"11:48","Fukuoka Airport",130.45100402832,33.5858993530273,4.7683,52.3105,"<b>AMS - FUK; Airline: KLM Royal Dutch Airlines; Distance: 5656; Flight Time: 11:48Hrs</b>"
"1601","GCI","AMS","Skynet Airlines",377,"01:15","Guernsey Airport",-2.60196995735168,49.435001373291,4.7683,52.3105,"<b>AMS - GCI; Airline: Skynet Airlines; Distance: 377; Flight Time: 01:15Hrs</b>"
"1611","GDN","AMS","Eurolot",581,"01:39","Gdańsk Lech Wałęsa Airport",18.4661998748779,54.3776016235352,4.7683,52.3105,"<b>AMS - GDN; Airline: Eurolot; Distance: 581; Flight Time: 01:39Hrs</b>"
"1621","GIG","AMS","KLM Royal Dutch Airlines",5936,"12:22","Rio Galeão – Tom Jobim International Airport",-43.2505569458,-22.8099994659,4.7683,52.3105,"<b>AMS - GIG; Airline: KLM Royal Dutch Airlines; Distance: 5936; Flight Time: 12:22Hrs</b>"
"1631","GLA","AMS","Alitalia",445,"01:23","Glasgow International Airport",-4.43306,55.871899,4.7683,52.3105,"<b>AMS - GLA; Airline: Alitalia; Distance: 445; Flight Time: 01:23Hrs</b>"
"1662","GOT","AMS","KLM Royal Dutch Airlines",474,"01:26","Gothenburg-Landvetter Airport",12.279800415039,57.662799835205,4.7683,52.3105,"<b>AMS - GOT; Airline: KLM Royal Dutch Airlines; Distance: 474; Flight Time: 01:26Hrs</b>"
"167","GRO","AMS","Transavia Holland",724,"01:56","Girona Airport",2.7605500221,41.901000977,4.7683,52.3105,"<b>AMS - GRO; Airline: Transavia Holland; Distance: 724; Flight Time: 01:56Hrs</b>"
"1681","GRU","AMS","KLM Royal Dutch Airlines",6070,"12:38","Guarulhos - Governador André Franco Montoro International Airport",-46.4730567932129,-23.4355564117432,4.7683,52.3105,"<b>AMS - GRU; Airline: KLM Royal Dutch Airlines; Distance: 6070; Flight Time: 12:38Hrs</b>"
"169","GUW","AMS","Air Astana",2093,"04:41","Atyrau Airport",51.8213996887207,47.121898651123,4.7683,52.3105,"<b>AMS - GUW; Airline: Air Astana; Distance: 2093; Flight Time: 04:41Hrs</b>"
"1701","GVA","AMS","KLM Royal Dutch Airlines",423,"01:20","Geneva Cointrin International Airport",6.10895013809204,46.2380981445312,4.7683,52.3105,"<b>AMS - GVA; Airline: KLM Royal Dutch Airlines; Distance: 423; Flight Time: 01:20Hrs</b>"
"1721","HAJ","AMS","Alitalia",207,"00:54","Hannover Airport",9.68507957458,52.461101532,4.7683,52.3105,"<b>AMS - HAJ; Airline: Alitalia; Distance: 207; Flight Time: 00:54Hrs</b>"
"1741","HAM","AMS","Germanwings",235,"00:58","Hamburg Airport",9.9882297515869,53.630401611328,4.7683,52.3105,"<b>AMS - HAM; Airline: Germanwings; Distance: 235; Flight Time: 00:58Hrs</b>"
"177","HAV","AMS","KLM Royal Dutch Airlines",4855,"10:12","José Martí International Airport",-82.4091033935547,22.989200592041,4.7683,52.3105,"<b>AMS - HAV; Airline: KLM Royal Dutch Airlines; Distance: 4855; Flight Time: 10:12Hrs</b>"
"1781","HEL","AMS","Finnair",944,"02:23","Helsinki Vantaa Airport",24.963300704956,60.317199707031,4.7683,52.3105,"<b>AMS - HEL; Airline: Finnair; Distance: 944; Flight Time: 02:23Hrs</b>"
"1821","HER","AMS","Transavia Holland",1540,"03:34","Heraklion International Nikos Kazantzakis Airport",25.1802997589,35.3396987915,4.7683,52.3105,"<b>AMS - HER; Airline: Transavia Holland; Distance: 1540; Flight Time: 03:34Hrs</b>"
"1831","HGH","AMS","China Southern Airlines",5540,"11:34","Hangzhou Xiaoshan International Airport",120.43399810791,30.2294998168945,4.7683,52.3105,"<b>AMS - HGH; Airline: China Southern Airlines; Distance: 5540; Flight Time: 11:34Hrs</b>"
"1851","HKG","AMS","Cathay Pacific",5759,"12:01","Hong Kong International Airport Kai Tak",114.198074341,22.3203040432,4.7683,52.3105,"<b>AMS - HKG; Airline: Cathay Pacific; Distance: 5759; Flight Time: 12:01Hrs</b>"
"1892","HOG","AMS","Arkefly",4717,"09:56","Frank Pais International Airport",-76.3151016235352,20.7856006622314,4.7683,52.3105,"<b>AMS - HOG; Airline: Arkefly; Distance: 4717; Flight Time: 09:56Hrs</b>"
"1901","HRE","AMS","Air France",5101,"10:42","Robert Gabriel Mugabe International Airport",31.0928,-17.931801,4.7683,52.3105,"<b>AMS - HRE; Airline: Air France; Distance: 5101; Flight Time: 10:42Hrs</b>"
"1931","HUY","AMS","Alitalia",230,"00:57","Humberside Airport",-0.350832998752594,53.5744018554688,4.7683,52.3105,"<b>AMS - HUY; Airline: Alitalia; Distance: 230; Flight Time: 00:57Hrs</b>"
"195","IAD","AMS","Delta Air Lines",3854,"08:12","Washington Dulles International Airport",-77.45580292,38.94449997,4.7683,52.3105,"<b>AMS - IAD; Airline: Delta Air Lines; Distance: 3854; Flight Time: 08:12Hrs</b>"
"199","IAH","AMS","Delta Air Lines",4998,"10:29","George Bush Intercontinental Houston Airport",-95.3414001464844,29.9843997955322,4.7683,52.3105,"<b>AMS - IAH; Airline: Delta Air Lines; Distance: 4998; Flight Time: 10:29Hrs</b>"
"2032","IBZ","AMS","Transavia Holland",941,"02:22","Ibiza Airport",1.37311995029,38.8728981018,4.7683,52.3105,"<b>AMS - IBZ; Airline: Transavia Holland; Distance: 941; Flight Time: 02:22Hrs</b>"
"206","ICN","AMS","Korean Air",5310,"11:07","Incheon International Airport",126.450996398926,37.4691009521484,4.7683,52.3105,"<b>AMS - ICN; Airline: Korean Air; Distance: 5310; Flight Time: 11:07Hrs</b>"
"2081","IKA","AMS","Iran Air",2531,"05:33","Imam Khomeini International Airport",51.1521987915039,35.4160995483398,4.7683,52.3105,"<b>AMS - IKA; Airline: Iran Air; Distance: 2531; Flight Time: 05:33Hrs</b>"
"209","INN","AMS","Transavia Holland",455,"01:24","Innsbruck Airport",11.344,47.260201,4.7683,52.3105,"<b>AMS - INN; Airline: Transavia Holland; Distance: 455; Flight Time: 01:24Hrs</b>"
"210","INV","AMS","Flybe",502,"01:30","Inverness Airport",-4.0475001335144,57.5424995422363,4.7683,52.3105,"<b>AMS - INV; Airline: Flybe; Distance: 502; Flight Time: 01:30Hrs</b>"
"2111","ISL","AMS","KLM Royal Dutch Airlines",1372,"03:14","Atatürk International Airport",28.8146,40.976898,4.7683,52.3105,"<b>AMS - ISL; Airline: KLM Royal Dutch Airlines; Distance: 1372; Flight Time: 03:14Hrs</b>"
